CUSTOMER_NUMBER,LATEST_CREDITCARD_COUNT,LATEST_DEBITCARD_COUNT,HAS_CREDITCARD_OBS,HAS_DEBITCARD_OBS,CARD_ACTIVE_MONTHS,MAX_HIST_CREDITCARD,MAX_HIST_DEBITCARD,CREDITCARD_GROWTH,DEBITCARD_GROWTH
389664,1,0,1,0,2,1,0,0,0
389674,0,1,0,1,7,0,1,0,0
389678,1,0,1,0,4,1,0,0,0
389687,1,0,1,0,3,1,0,0,0
389706,0,1,0,1,2,0,1,0,0
389719,0,2,0,1,5,0,2,0,0
389728,0,1,0,1,2,0,1,0,0
389742,0,1,0,1,3,0,1,0,0
389753,0,1,0,1,6,0,1,0,0
389757,0,1,0,1,8,0,1,0,0
389776,0,1,0,1,9,0,1,0,0
389779,0,1,0,1,6,0,1,0,0
389810,1,0,1,0,4,1,0,0,0
389821,0,1,0,1,5,0,1,0,0
389822,0,1,0,1,6,0,1,0,0
389832,0,1,0,1,6,0,1,0,0
389850,0,1,0,1,2,0,1,0,0
389853,1,0,1,0,3,1,0,0,0
389855,0,1,0,1,2,0,1,0,0
389866,0,7,0,1,2,0,7,0,1
389885,1,0,1,0,5,1,0,0,0
389913,0,1,0,1,1,0,1,0,0
389925,0,1,0,1,9,0,1,0,0
389950,1,0,1,0,4,1,0,0,0
389953,0,1,0,1,6,0,1,0,0
389957,0,1,0,1,6,0,1,0,0
389961,0,2,0,1,3,0,2,0,0
389965,1,0,1,0,4,1,0,0,0
389974,0,1,0,1,6,0,1,0,0
389976,0,1,0,1,5,0,1,0,0
389983,1,0,1,0,4,1,0,0,0
389988,0,1,0,1,7,0,1,0,0
389991,0,2,0,1,3,0,2,0,0
390017,2,0,1,0,8,2,0,1,0
390018,0,1,0,1,4,0,1,0,0
390037,0,1,0,1,2,0,1,0,0
390045,0,1,0,1,3,0,1,0,0
390058,1,0,1,0,2,1,0,0,0
390063,0,3,0,1,7,0,3,0,0
390074,0,1,0,1,1,0,1,0,0
390102,0,1,0,1,6,0,1,0,0
390121,1,0,1,0,3,1,0,0,0
390122,2,0,1,0,1,2,0,0,0
390123,0,1,0,1,7,0,1,0,0
390125,0,1,0,1,5,0,1,0,0
390136,1,0,1,0,1,1,0,0,0
390164,1,0,1,0,2,1,0,0,0
390166,0,1,0,1,1,0,1,0,0
390182,0,1,0,1,2,0,1,0,0
390198,1,0,1,0,5,1,0,0,0
390205,0,1,0,1,5,0,1,0,0
390212,1,0,1,0,7,1,0,0,0
390214,2,1,1,1,6,2,1,0,1
390220,0,1,0,1,3,0,1,0,0
390221,0,1,0,1,7,0,1,0,0
390226,0,1,0,1,4,0,1,0,0
390255,0,1,0,1,3,0,1,0,0
390269,0,1,0,1,7,0,1,0,0
390270,0,1,0,1,6,0,1,0,0
390284,0,1,0,1,2,0,1,0,0
390287,1,0,1,0,8,1,0,0,0
390288,0,1,0,1,6,0,1,0,0
390297,0,1,0,1,2,0,1,0,0
390299,0,1,0,1,6,0,1,0,0
390300,0,1,0,1,1,0,1,0,0
390308,0,1,0,1,5,0,1,0,0
390312,0,2,0,1,4,0,2,0,1
390321,0,1,0,1,6,0,1,0,0
390323,0,1,0,1,5,0,1,0,0
390328,0,1,0,1,8,0,1,0,0
390341,0,1,0,1,6,0,1,0,0
390361,2,0,1,0,4,2,0,0,0
390362,0,1,0,1,6,0,1,0,0
390381,1,0,1,0,2,1,0,0,0
390415,0,2,0,1,8,0,2,0,0
390455,0,1,0,1,6,0,1,0,0
390460,1,0,1,0,6,1,0,0,0
390462,0,1,0,1,9,0,1,0,0
390463,0,1,0,1,1,0,1,0,0
390466,1,0,1,0,6,1,0,0,0
390479,0,1,0,1,2,0,1,0,0
390483,1,0,1,0,1,1,0,0,0
390488,1,0,1,0,3,1,0,0,0
390491,0,1,0,1,6,0,1,0,0
390496,0,1,0,1,3,0,1,0,0
390497,1,0,1,0,7,1,0,0,0
390516,0,1,0,1,1,0,1,0,0
390542,0,1,0,1,7,0,1,0,0
390564,0,1,0,1,8,0,1,0,0
390578,0,1,0,1,2,0,1,0,0
390582,0,1,0,1,4,0,1,0,0
390589,0,1,0,1,3,0,1,0,0
390608,0,2,0,1,1,0,2,0,0
390609,0,1,0,1,3,0,1,0,0
390613,0,1,0,1,6,0,1,0,0
390614,1,0,1,0,6,1,0,0,0
390660,0,1,0,1,6,0,1,0,0
390670,0,1,0,1,3,0,1,0,0
390676,0,1,0,1,4,0,1,0,0
390690,0,1,0,1,5,0,1,0,0
390692,0,1,0,1,2,0,1,0,0
390699,1,0,1,0,5,1,0,0,0
390715,0,1,0,1,2,0,1,0,0
390719,0,1,0,1,9,0,1,0,0
390720,1,0,1,0,1,1,0,0,0
390722,1,0,1,0,2,1,0,0,0
390725,2,2,1,1,4,2,2,1,1
390731,0,1,0,1,4,0,1,0,0
390747,0,1,0,1,6,0,1,0,0
390749,0,1,0,1,1,0,1,0,0
390760,0,1,0,1,2,0,1,0,0
390784,1,0,1,0,2,1,0,0,0
390818,1,0,1,0,9,1,0,0,0
390838,1,0,1,0,9,1,0,0,0
390839,1,0,1,0,7,1,0,0,0
390840,0,1,0,1,6,0,1,0,0
390849,0,1,0,1,5,0,1,0,0
390850,0,1,0,1,7,0,1,0,0
390873,1,0,1,0,8,1,0,0,0
390877,0,1,0,1,4,0,1,0,0
390880,0,1,0,1,6,0,1,0,0
390887,0,1,0,1,4,0,1,0,0
390903,1,0,1,0,9,1,0,0,0
390910,1,0,1,0,4,1,0,0,0
390912,0,1,0,1,1,0,1,0,0
390921,0,1,0,1,9,0,1,0,0
390946,0,1,0,1,1,0,1,0,0
390962,4,0,1,0,6,4,0,2,0
390964,0,1,0,1,4,0,1,0,0
390969,0,1,0,1,3,0,1,0,0
390970,1,0,1,0,3,1,0,0,0
390976,0,1,0,1,4,0,1,0,0
390981,0,1,0,1,1,0,1,0,0
390999,0,15,0,1,5,0,15,0,9
391001,0,1,0,1,2,0,1,0,0
391047,0,1,0,1,4,0,1,0,0
391054,0,1,0,1,2,0,1,0,0
391080,1,0,1,0,2,1,0,0,0
391101,0,1,0,1,3,0,1,0,0
391102,0,1,0,1,6,0,1,0,0
391115,0,1,0,1,3,0,1,0,0
391116,0,1,0,1,2,0,1,0,0
391141,0,1,0,1,7,0,1,0,0
391144,0,1,0,1,7,0,1,0,0
391147,0,1,0,1,5,0,1,0,0
391148,0,1,0,1,6,0,1,0,0
391152,0,1,0,1,2,0,1,0,0
391164,0,1,0,1,3,0,1,0,0
391182,1,0,1,0,5,1,0,0,0
391183,0,1,0,1,5,0,1,0,0
391185,1,0,1,0,5,1,0,0,0
391195,0,1,0,1,3,0,1,0,0
391197,0,1,0,1,2,0,1,0,0
391202,0,1,0,1,3,0,1,0,0
391205,0,1,0,1,4,0,1,0,0
391208,0,1,0,1,1,0,1,0,0
391222,0,1,0,1,4,0,1,0,0
391228,0,1,0,1,1,0,1,0,0
391229,0,1,0,1,1,0,1,0,0
391237,0,2,0,1,4,0,2,0,1
391248,1,0,1,0,6,1,0,0,0
391252,0,1,0,1,4,0,1,0,0
391255,1,0,1,0,2,1,0,0,0
391260,0,2,0,1,5,0,2,0,1
391266,0,1,0,1,7,0,1,0,0
391293,0,1,0,1,2,0,1,0,0
391335,0,1,0,1,5,0,1,0,0
391340,0,1,0,1,3,0,1,0,0
391346,0,1,0,1,8,0,1,0,0
391354,0,1,0,1,1,0,1,0,0
391360,1,1,1,1,9,1,1,1,0
391372,0,1,0,1,4,0,1,0,0
391384,1,0,1,0,7,1,0,0,0
391388,0,1,0,1,1,0,1,0,0
391399,0,1,0,1,1,0,1,0,0
391400,0,1,0,1,7,0,1,0,0
391407,0,1,0,1,7,0,1,0,0
391413,0,2,0,1,3,0,2,0,1
391425,1,0,1,0,5,1,0,0,0
391427,0,1,0,1,7,0,1,0,0
391437,0,1,0,1,6,0,1,0,0
391441,0,1,0,1,6,0,1,0,0
391448,0,1,0,1,2,0,1,0,0
391459,1,0,1,0,2,1,0,0,0
391462,0,1,0,1,7,0,1,0,0
391479,1,0,1,0,5,1,0,0,0
391509,0,1,0,1,3,0,1,0,0
391517,1,0,1,0,7,1,0,0,0
391524,0,1,0,1,6,0,1,0,0
391527,2,0,1,0,4,2,0,0,0
391536,0,1,0,1,6,0,1,0,0
391540,0,1,0,1,1,0,1,0,0
391553,0,1,0,1,5,0,1,0,0
391563,0,1,0,1,9,0,1,0,0
391577,1,0,1,0,6,1,0,0,0
391578,0,1,0,1,2,0,1,0,0
391579,0,1,0,1,3,0,1,0,0
391589,0,1,0,1,1,0,1,0,0
391610,1,0,1,0,7,1,0,0,0
391639,0,1,0,1,2,0,1,0,0
391670,0,1,0,1,5,0,1,0,0
391690,0,2,0,1,7,0,2,0,1
391691,0,1,0,1,8,0,1,0,0
391710,1,0,1,0,4,1,0,0,0
391712,0,1,0,1,2,0,1,0,0
391713,1,1,1,1,2,1,1,0,0
391722,0,1,0,1,2,0,1,0,0
391739,0,1,0,1,6,0,1,0,0
391746,0,1,0,1,6,0,1,0,0
391748,0,1,0,1,9,0,1,0,0
391763,0,1,0,1,6,0,1,0,0
391786,0,1,0,1,1,0,1,0,0
391803,0,1,0,1,9,0,1,0,0
391810,2,0,1,0,2,2,0,1,0
391819,0,1,0,1,2,0,1,0,0
391831,0,1,0,1,9,0,1,0,0
391849,0,1,0,1,1,0,1,0,0
391851,0,1,0,1,8,0,1,0,0
391883,1,0,1,0,5,1,0,0,0
391893,2,0,1,0,3,2,0,0,0
391900,0,1,0,1,8,0,1,0,0
391923,0,1,0,1,5,0,1,0,0
391932,0,1,0,1,9,0,1,0,0
391962,1,0,1,0,1,1,0,0,0
391968,1,0,1,0,1,1,0,0,0
391977,0,1,0,1,4,0,1,0,0
391992,0,1,0,1,4,0,1,0,0
391996,0,1,0,1,6,0,1,0,0
391999,1,1,1,1,6,1,1,1,0
392001,0,1,0,1,6,0,1,0,0
392021,0,1,0,1,7,0,1,0,0
392029,1,0,1,0,2,1,0,0,0
392032,0,1,0,1,4,0,1,0,0
392058,0,1,0,1,9,0,1,0,0
392061,1,0,1,0,4,1,0,0,0
392062,0,1,0,1,7,0,1,0,0
392072,0,1,0,1,1,0,1,0,0
392081,0,1,0,1,7,0,1,0,0
392086,0,1,0,1,4,0,1,0,0
392091,0,1,0,1,1,0,1,0,0
392092,0,1,0,1,2,0,1,0,0
392097,0,1,0,1,3,0,1,0,0
392101,0,1,0,1,2,0,1,0,0
392103,0,1,0,1,9,0,1,0,0
392105,1,0,1,0,7,1,0,0,0
392118,0,1,0,1,3,0,1,0,0
392129,0,1,0,1,9,0,1,0,0
392149,1,0,1,0,2,1,0,0,0
392157,1,0,1,0,6,1,0,0,0
392158,0,1,0,1,9,0,1,0,0
392163,0,1,0,1,9,0,1,0,0
392166,0,1,0,1,1,0,1,0,0
392197,0,1,0,1,6,0,1,0,0
392199,0,1,0,1,6,0,1,0,0
392229,0,1,0,1,6,0,1,0,0
392230,0,1,0,1,3,0,1,0,0
392252,1,0,1,0,9,1,0,0,0
392261,0,2,0,1,3,0,2,0,1
392264,0,1,0,1,5,0,1,0,0
392271,0,1,0,1,3,0,1,0,0
392294,0,1,0,1,2,0,1,0,0
392304,0,1,0,1,6,0,1,0,0
392325,0,1,0,1,7,0,1,0,0
392326,0,2,0,1,7,0,2,0,1
392336,0,1,0,1,2,0,1,0,0
392339,1,0,1,0,1,1,0,0,0
392347,0,1,0,1,3,0,1,0,0
392351,0,1,0,1,5,0,1,0,0
392361,1,0,1,0,3,1,0,0,0
392365,0,1,0,1,1,0,1,0,0
392368,0,1,0,1,8,0,1,0,0
392372,0,1,0,1,4,0,1,0,0
392384,0,1,0,1,1,0,1,0,0
392385,0,1,0,1,1,0,1,0,0
392407,0,1,0,1,2,0,1,0,0
392408,1,0,1,0,5,1,0,0,0
392411,0,1,0,1,3,0,1,0,0
392414,1,0,1,0,6,1,0,0,0
392420,0,1,0,1,1,0,1,0,0
392422,0,1,0,1,1,0,1,0,0
392424,1,0,1,0,9,1,0,0,0
392427,0,1,0,1,4,0,1,0,0
392456,0,1,0,1,4,0,1,0,0
392461,1,0,1,0,3,1,0,0,0
392462,1,0,1,0,6,1,0,0,0
392478,0,1,0,1,5,0,1,0,0
392482,1,0,1,0,9,1,0,0,0
392512,0,1,0,1,2,0,1,0,0
392537,0,1,0,1,5,0,1,0,0
392578,0,1,0,1,4,0,1,0,0
392581,0,1,0,1,2,0,1,0,0
392591,0,1,0,1,4,0,1,0,0
392594,0,1,0,1,2,0,1,0,0
392600,1,0,1,0,5,1,0,0,0
392608,0,1,0,1,2,0,1,0,0
392618,1,0,1,0,2,1,0,0,0
392620,1,0,1,0,8,1,0,0,0
392621,1,0,1,0,4,1,0,0,0
392626,0,1,0,1,1,0,1,0,0
392633,0,1,0,1,2,0,1,0,0
392640,0,1,0,1,7,0,1,0,0
392649,0,1,0,1,7,0,1,0,0
392655,0,1,0,1,2,0,1,0,0
392657,1,0,1,0,4,1,0,0,0
392670,0,1,0,1,3,0,1,0,0
392675,0,1,0,1,4,0,1,0,0
392685,0,1,0,1,1,0,1,0,0
392686,0,2,0,1,9,0,2,0,0
392691,1,0,1,0,8,1,0,0,0
392757,0,1,0,1,5,0,1,0,0
392758,0,2,0,1,5,0,2,0,1
392783,1,0,1,0,2,1,0,0,0
392786,1,0,1,0,7,1,0,0,0
392819,0,1,0,1,5,0,1,0,0
392821,0,1,0,1,7,0,1,0,0
392823,2,0,1,0,6,2,0,1,0
392826,1,0,1,0,7,1,0,0,0
392827,0,1,0,1,2,0,1,0,0
392833,1,0,1,0,2,1,0,0,0
392842,0,1,0,1,9,0,1,0,0
392845,0,1,0,1,2,0,1,0,0
392863,0,1,0,1,7,0,1,0,0
392867,0,1,0,1,1,0,1,0,0
392881,0,1,0,1,3,0,1,0,0
392886,0,1,0,1,5,0,1,0,0
392891,0,1,0,1,2,0,1,0,0
392892,0,1,0,1,2,0,1,0,0
392899,1,0,1,0,2,1,0,0,0
392910,0,2,0,1,2,0,2,0,1
392914,1,0,1,0,8,1,0,0,0
392919,0,1,0,1,6,0,1,0,0
392924,0,1,0,1,4,0,1,0,0
392928,0,1,0,1,3,0,1,0,0
392932,0,1,0,1,6,0,1,0,0
392936,1,1,1,1,5,1,1,0,1
392938,1,0,1,0,3,1,0,0,0
392943,0,1,0,1,7,0,1,0,0
392981,0,1,0,1,3,0,1,0,0
392991,0,1,0,1,5,0,1,0,0
392998,0,1,0,1,1,0,1,0,0
392999,1,0,1,0,3,1,0,0,0
393009,0,1,0,1,2,0,1,0,0
393011,1,0,1,0,2,1,0,0,0
393045,0,1,0,1,5,0,1,0,0
393083,0,1,0,1,1,0,1,0,0
393102,0,1,0,1,1,0,1,0,0
393106,0,1,0,1,4,0,1,0,0
393110,0,1,0,1,3,0,1,0,0
393113,1,0,1,0,8,1,0,0,0
393123,0,1,0,1,6,0,1,0,0
393144,1,0,1,0,9,1,0,0,0
393148,0,1,0,1,6,0,1,0,0
393149,0,1,0,1,6,0,1,0,0
393153,0,1,0,1,6,0,1,0,0
393166,0,3,0,1,7,0,3,0,2
393168,0,1,0,1,8,0,1,0,0
393169,1,0,1,0,6,1,0,0,0
393170,0,1,0,1,1,0,1,0,0
393176,2,0,1,0,1,2,0,0,0
393177,0,1,0,1,8,0,1,0,0
393207,0,1,0,1,3,0,1,0,0
393208,0,1,0,1,7,0,1,0,0
393212,1,0,1,0,6,1,0,0,0
393219,0,1,0,1,9,0,1,0,0
393249,0,1,0,1,6,0,1,0,0
393251,1,0,1,0,5,1,0,0,0
393258,0,1,0,1,6,0,1,0,0
393264,0,1,0,1,4,0,1,0,0
393267,0,1,0,1,9,0,1,0,0
393283,0,1,0,1,6,0,1,0,0
393300,0,1,0,1,3,0,1,0,0
393302,0,1,0,1,3,0,1,0,0
393303,1,0,1,0,5,1,0,0,0
393309,1,0,1,0,3,1,0,0,0
393312,0,1,0,1,4,0,1,0,0
393313,2,0,1,0,4,2,0,0,0
393325,1,1,1,1,7,1,1,0,0
393339,0,1,0,1,9,0,1,0,0
393342,1,0,1,0,3,1,0,0,0
393343,1,0,1,0,7,1,0,0,0
393354,0,2,0,1,5,0,2,0,0
393367,0,1,0,1,2,0,1,0,0
393368,0,1,0,1,1,0,1,0,0
393369,0,1,0,1,3,0,1,0,0
393380,1,0,1,0,1,1,0,0,0
393388,0,1,0,1,4,0,1,0,0
393397,0,1,0,1,5,0,1,0,0
393419,0,1,0,1,1,0,1,0,0
393424,0,1,0,1,5,0,1,0,0
393427,1,0,1,0,5,1,0,0,0
393453,0,1,0,1,2,0,1,0,0
393463,0,1,0,1,1,0,1,0,0
393468,0,1,0,1,3,0,1,0,0
393469,0,1,0,1,2,0,1,0,0
393483,1,0,1,0,5,1,0,0,0
393497,0,1,0,1,4,0,1,0,0
393512,0,1,0,1,2,0,1,0,0
393519,0,1,0,1,1,0,1,0,0
393526,1,0,1,0,3,1,0,0,0
393532,0,1,0,1,6,0,1,0,0
393538,0,1,0,1,7,0,1,0,0
393554,0,1,0,1,8,0,1,0,0
393556,0,1,0,1,6,0,1,0,0
393570,0,1,0,1,7,0,1,0,0
393583,1,0,1,0,1,1,0,0,0
393591,0,1,0,1,3,0,1,0,0
393624,1,0,1,0,1,1,0,0,0
393641,0,1,0,1,5,0,1,0,0
393642,1,0,1,0,9,1,0,0,0
393643,0,1,0,1,2,0,1,0,0
393648,0,1,0,1,1,0,1,0,0
393683,0,1,0,1,6,0,1,0,0
393684,0,1,0,1,4,0,1,0,0
393699,0,1,0,1,2,0,1,0,0
393704,1,0,1,0,5,1,0,0,0
393713,2,0,1,0,1,2,0,0,0
393714,0,1,0,1,7,0,1,0,0
393724,1,0,1,0,3,1,0,0,0
393727,0,1,0,1,6,0,1,0,0
393729,0,1,0,1,2,0,1,0,0
393733,0,1,0,1,6,0,1,0,0
393738,0,1,0,1,9,0,1,0,0
393740,0,1,0,1,4,0,1,0,0
393759,0,1,0,1,7,0,1,0,0
393765,0,1,0,1,6,0,1,0,0
393790,0,1,0,1,5,0,1,0,0
393827,1,0,1,0,2,1,0,0,0
393860,0,1,0,1,1,0,1,0,0
393894,1,0,1,0,5,1,0,0,0
393895,0,1,0,1,7,0,1,0,0
393896,0,1,0,1,6,0,1,0,0
393897,0,1,0,1,2,0,1,0,0
393899,0,1,0,1,4,0,1,0,0
393905,0,1,0,1,6,0,1,0,0
393920,0,1,0,1,8,0,1,0,0
393924,0,1,0,1,6,0,1,0,0
393936,1,0,1,0,7,1,0,0,0
393964,0,1,0,1,1,0,1,0,0
393982,0,1,0,1,5,0,1,0,0
393988,0,1,0,1,4,0,1,0,0
394007,0,1,0,1,3,0,1,0,0
394014,0,1,0,1,7,0,1,0,0
394020,1,0,1,0,2,1,0,0,0
394044,0,1,0,1,3,0,1,0,0
394050,0,1,0,1,7,0,1,0,0
394054,0,1,0,1,8,0,1,0,0
394057,1,0,1,0,1,1,0,0,0
394068,1,0,1,0,5,1,0,0,0
394070,1,0,1,0,4,1,0,0,0
394072,1,0,1,0,3,1,0,0,0
394075,1,1,1,1,1,1,1,0,0
394087,0,1,0,1,5,0,1,0,0
394096,0,1,0,1,8,0,1,0,0
394099,1,0,1,0,2,1,0,0,0
394107,0,1,0,1,1,0,1,0,0
394121,1,0,1,0,5,1,0,0,0
394136,0,1,0,1,3,0,1,0,0
394143,0,1,0,1,4,0,1,0,0
394145,1,0,1,0,1,1,0,0,0
394148,1,0,1,0,2,1,0,0,0
394156,1,0,1,0,8,1,0,0,0
394171,1,0,1,0,4,1,0,0,0
394173,0,1,0,1,6,0,1,0,0
394179,0,1,0,1,4,0,1,0,0
394186,1,0,1,0,4,1,0,0,0
394197,0,1,0,1,3,0,1,0,0
394200,1,0,1,0,7,1,0,0,0
394204,0,1,0,1,7,0,1,0,0
394215,1,0,1,0,2,1,0,0,0
394218,0,1,0,1,4,0,1,0,0
394225,0,1,0,1,2,0,1,0,0
394233,0,1,0,1,3,0,1,0,0
394235,0,1,0,1,5,0,1,0,0
394240,0,1,0,1,2,0,1,0,0
394251,0,1,0,1,1,0,1,0,0
394252,0,2,0,1,4,0,2,0,0
394282,0,1,0,1,6,0,1,0,0
394289,1,0,1,0,5,1,0,0,0
394294,0,1,0,1,5,0,1,0,0
394320,1,0,1,0,5,1,0,0,0
394331,1,0,1,0,1,1,0,0,0
394332,0,1,0,1,6,0,1,0,0
394336,1,0,1,0,9,1,0,0,0
394340,0,1,0,1,1,0,1,0,0
394362,0,1,0,1,2,0,1,0,0
394364,0,1,0,1,5,0,1,0,0
394369,1,0,1,0,4,1,0,0,0
394377,0,1,0,1,2,0,1,0,0
394384,0,1,0,1,5,0,1,0,0
394398,1,0,1,0,1,1,0,0,0
394403,0,1,0,1,7,0,1,0,0
394407,0,1,0,1,1,0,1,0,0
394418,0,1,0,1,3,0,1,0,0
394421,0,1,0,1,3,0,1,0,0
394437,1,1,1,1,4,1,1,1,0
394438,1,0,1,0,2,1,0,0,0
394448,0,1,0,1,1,0,1,0,0
394452,0,1,0,1,1,0,1,0,0
394455,1,0,1,0,7,1,0,0,0
394488,0,1,0,1,1,0,1,0,0
394496,0,1,0,1,1,0,1,0,0
394504,0,1,0,1,3,0,1,0,0
394528,0,1,0,1,4,0,1,0,0
394530,0,1,0,1,1,0,1,0,0
394534,1,0,1,0,4,1,0,0,0
394539,0,1,0,1,6,0,1,0,0
394541,0,1,0,1,1,0,1,0,0
394553,0,1,0,1,3,0,1,0,0
394555,0,1,0,1,5,0,1,0,0
394556,1,0,1,0,5,1,0,0,0
394564,0,1,0,1,1,0,1,0,0
394569,1,0,1,0,3,1,0,0,0
394577,0,1,0,1,6,0,1,0,0
394595,1,0,1,0,2,1,0,0,0
394622,0,1,0,1,6,0,1,0,0
394629,0,1,0,1,4,0,1,0,0
394630,1,0,1,0,7,1,0,0,0
394635,0,1,0,1,4,0,1,0,0
394641,1,0,1,0,5,1,0,0,0
394651,0,3,0,1,5,0,3,0,2
394652,1,1,1,1,3,1,1,1,0
394658,1,0,1,0,2,1,0,0,0
394662,0,1,0,1,1,0,1,0,0
394665,0,1,0,1,5,0,1,0,0
394673,0,1,0,1,6,0,1,0,0
394676,0,1,0,1,5,0,1,0,0
394681,1,0,1,0,5,1,0,0,0
394687,0,1,0,1,8,0,1,0,0
394704,0,1,0,1,3,0,1,0,0
394712,0,1,0,1,7,0,1,0,0
394726,0,1,0,1,4,0,1,0,0
394736,0,1,0,1,4,0,1,0,0
394742,2,0,1,0,9,2,0,1,0
394747,0,1,0,1,1,0,1,0,0
394757,1,0,1,0,6,1,0,0,0
394758,0,1,0,1,1,0,1,0,0
394762,0,1,0,1,3,0,1,0,0
394764,0,1,0,1,2,0,1,0,0
394767,0,1,0,1,7,0,1,0,0
394772,1,1,1,1,1,1,1,0,0
394776,0,1,0,1,7,0,1,0,0
394792,0,1,0,1,1,0,1,0,0
394793,1,0,1,0,3,1,0,0,0
394809,0,1,0,1,6,0,1,0,0
394812,0,1,0,1,3,0,1,0,0
394813,0,1,0,1,1,0,1,0,0
394814,1,0,1,0,2,1,0,0,0
394821,0,1,0,1,3,0,1,0,0
394826,0,1,0,1,1,0,1,0,0
394846,1,0,1,0,4,1,0,0,0
394851,0,1,0,1,1,0,1,0,0
394856,0,1,0,1,5,0,1,0,0
394894,0,1,0,1,6,0,1,0,0
394915,1,0,1,0,9,1,0,0,0
394924,0,1,0,1,1,0,1,0,0
394925,0,1,0,1,5,0,1,0,0
394931,1,0,1,0,9,1,0,0,0
394937,0,1,0,1,5,0,1,0,0
394953,0,1,0,1,5,0,1,0,0
394967,0,1,0,1,6,0,1,0,0
394971,0,1,0,1,1,0,1,0,0
394972,0,1,0,1,1,0,1,0,0
394976,0,1,0,1,1,0,1,0,0
394979,0,1,0,1,5,0,1,0,0
395002,1,0,1,0,2,1,0,0,0
395006,0,1,0,1,6,0,1,0,0
395015,1,0,1,0,7,1,0,0,0
395016,2,0,1,0,3,2,0,0,0
395021,0,1,0,1,5,0,1,0,0
395023,1,0,1,0,2,1,0,0,0
395036,0,1,0,1,4,0,1,0,0
395045,0,1,0,1,1,0,1,0,0
395049,0,1,0,1,1,0,1,0,0
395052,1,0,1,0,3,1,0,0,0
395054,0,1,0,1,7,0,1,0,0
395055,1,0,1,0,5,1,0,0,0
395074,0,1,0,1,4,0,1,0,0
395077,0,1,0,1,3,0,1,0,0
395081,0,1,0,1,3,0,1,0,0
395109,0,1,0,1,1,0,1,0,0
395124,1,1,1,1,2,1,1,0,0
395142,0,1,0,1,3,0,1,0,0
395149,0,1,0,1,5,0,1,0,0
395155,1,0,1,0,7,1,0,0,0
395158,0,1,0,1,7,0,1,0,0
395165,1,0,1,0,4,1,0,0,0
395171,1,0,1,0,9,1,0,0,0
395173,0,1,0,1,4,0,1,0,0
395174,0,1,0,1,7,0,1,0,0
395186,0,2,0,1,9,0,2,0,1
395199,0,1,0,1,2,0,1,0,0
395201,0,1,0,1,3,0,1,0,0
395203,0,1,0,1,1,0,1,0,0
395205,0,1,0,1,2,0,1,0,0
395242,0,2,0,1,4,0,2,0,0
395251,1,1,1,1,3,1,1,1,0
395252,0,1,0,1,7,0,1,0,0
395254,0,1,0,1,1,0,1,0,0
395260,0,1,0,1,7,0,1,0,0
395263,0,1,0,1,8,0,1,0,0
395274,0,1,0,1,3,0,1,0,0
395308,0,1,0,1,1,0,1,0,0
395310,0,1,0,1,4,0,1,0,0
395315,1,0,1,0,5,1,0,0,0
395319,0,1,0,1,5,0,1,0,0
395328,1,0,1,0,4,1,0,0,0
395333,1,0,1,0,3,1,0,0,0
395353,0,1,0,1,2,0,1,0,0
395360,0,1,0,1,5,0,1,0,0
395364,0,1,0,1,1,0,1,0,0
395369,0,1,0,1,6,0,1,0,0
395372,0,1,0,1,2,0,1,0,0
395386,0,1,0,1,5,0,1,0,0
395392,0,1,0,1,2,0,1,0,0
395393,0,1,0,1,9,0,1,0,0
395399,0,1,0,1,3,0,1,0,0
395408,1,0,1,0,2,1,0,0,0
395410,1,0,1,0,7,1,0,0,0
395412,0,1,0,1,2,0,1,0,0
395414,0,1,0,1,7,0,1,0,0
395446,0,1,0,1,5,0,1,0,0
395449,0,1,0,1,6,0,1,0,0
395453,0,1,0,1,5,0,1,0,0
395462,0,1,0,1,5,0,1,0,0
395478,0,1,0,1,7,0,1,0,0
395484,0,1,0,1,4,0,1,0,0
395499,1,0,1,0,5,1,0,0,0
395534,1,0,1,0,4,1,0,0,0
395567,1,0,1,0,4,1,0,0,0
395570,1,0,1,0,4,1,0,0,0
395572,1,0,1,0,1,1,0,0,0
395586,0,1,0,1,4,0,1,0,0
395593,0,2,0,1,6,0,2,0,1
395594,0,1,0,1,7,0,1,0,0
395606,1,0,1,0,4,1,0,0,0
395618,0,1,0,1,2,0,1,0,0
395625,0,1,0,1,1,0,1,0,0
395642,1,0,1,0,6,1,0,0,0
395646,1,0,1,0,4,1,0,0,0
395654,0,1,0,1,2,0,1,0,0
395670,0,1,0,1,9,0,1,0,0
395674,0,1,0,1,7,0,1,0,0
395688,1,0,1,0,1,1,0,0,0
395695,2,0,1,0,3,2,0,0,0
395716,1,0,1,0,6,1,0,0,0
395727,0,1,0,1,1,0,1,0,0
395752,0,1,0,1,7,0,1,0,0
395757,1,0,1,0,1,1,0,0,0
395778,0,1,0,1,4,0,1,0,0
395781,1,0,1,0,5,1,0,0,0
395783,0,1,0,1,2,0,1,0,0
395784,0,1,0,1,3,0,1,0,0
395789,1,0,1,0,2,1,0,0,0
395796,1,0,1,0,1,1,0,0,0
395797,1,0,1,0,6,1,0,0,0
395801,0,1,0,1,6,0,1,0,0
395804,0,2,0,1,5,0,2,0,1
395811,2,1,1,1,4,2,1,0,0
395818,0,2,0,1,2,0,2,0,0
